student_id,name,gender,university_name,university_type,department,semester/year,cgpa,subjects,attendance_percentage,study_hours_per_day,weak_subjects,strong_subjects,district,device_usage_time,preferred_study_time,exam_score,historical_scores,risk_level
U03796,Adnan Khan,Male,University of Liberal Arts Bangladesh,Private,Nursing,"Year 1, Fall",2.76,"Pharmacology, Organic Chemistry, Clinical Pharmacy, Human Anatomy, Genetics",94.6,4.6,Pharmacology,"Clinical Pharmacy, Genetics",Dhaka,1,Evening,69.6,"70.4,63.7,66.7,59.6,69.6",Medium
U03797,Sabina Ahmed,Female,"Independent University, Bangladesh",Private,Pharmacy,"Year 3, Spring",2.96,"Clinical Pharmacy, Organic Chemistry, Human Anatomy, Pharmacology",81.6,7.0,Pharmacology,Human Anatomy,Barishal,5.1,Morning,70.4,"65.1,75.0,61.5,63.0,70.4",Medium
U03798,Mim Ahmed,Female,RUET,Public,Civil Engineering,"Year 1, Fall",2.69,"Circuit Analysis, Thermodynamics, Data Structures, Machine Learning",61.2,1,"Machine Learning, Data Structures","Circuit Analysis, Thermodynamics",Rajshahi,5.0,Afternoon,63.7,"62.3,63.1,54.4,66.2,63.7",High
U03799,Sumaiya Uddin,Female,Jagannath University,Public,Data Science,"Year 3, Fall",3.47,"Algorithms, Machine Learning, Circuit Analysis, Data Structures, Thermodynamics",80.1,3.1,"Machine Learning, Circuit Analysis","Data Structures, Thermodynamics",Kushtia,7.4,Morning,82.2,"78.9,79.7,82.3,76.5,82.2",Medium
U03800,Adnan Ahmed,Male,East West University,Private,Environmental Science,"Year 4, Summer",2.54,"Sustainable Development, Climate Change, Soil Science, Ecology",78.7,6.1,"Climate Change, Ecology",Sustainable Development,Sylhet,4.6,Afternoon,62.7,"57.1,55.5,59.2,61.7,62.7",Medium
U03801,Fariha Sarker,Female,Daffodil International University,Private,Nursing,"Year 4, Spring",3.24,"Clinical Pharmacy, Pharmacology, Organic Chemistry, Human Anatomy, Genetics",73.8,6.5,"Human Anatomy, Pharmacology",Clinical Pharmacy,Rangpur,3.2,Evening,78.8,"70.3,75.0,70.1,75.9,78.8",Medium
U03802,Ayesha Hasan,Female,Rajshahi University,Public,Mechanical Engineering,"Year 3, Spring",2.95,"Data Structures, Database Systems, Thermodynamics, Algorithms, Machine Learning",58.4,2.7,Algorithms,Thermodynamics,Cumilla,1,Evening,72.0,"67.6,76.8,64.0,65.2,72.0",High
U03803,Karim Rahman,Male,CUET,Public,Anthropology,"Year 4, Summer",3.37,"World History, Political Science, Research Methodology, Social Psychology",64.7,4.6,"Research Methodology, Political Science",Social Psychology,Barishal,3.2,Night,80.5,"77.3,85.3,79.2,83.5,80.5",Medium
U03804,Tanjila Hossain,Female,American International University-Bangladesh,Private,Accounting,"Year 4, Summer",2.7,"Financial Accounting, Principles of Management, Business Law, Microeconomics, Marketing Strategy",78.9,4.7,"Microeconomics, Principles of Management",Marketing Strategy,Gazipur,4.6,Afternoon,71.4,"65.5,73.4,64.9,75.9,71.4",Medium
U03805,Mahmud Hasan,Male,East West University,Private,Biotechnology,"Year 4, Fall",3.44,"Genetics, Clinical Pharmacy, Human Anatomy, Organic Chemistry",73.5,3.5,Organic Chemistry,"Human Anatomy, Genetics",Sylhet,6.4,Evening,86.7,"91.3,79.4,86.6,81.7,86.7",Medium
U03806,Siam Islam,Male,Ahsanullah University of Science and Technology,Private,AI,"Year 1, Fall",3.45,"Data Structures, Circuit Analysis, Database Systems, Algorithms",99,5.4,Data Structures,"Algorithms, Circuit Analysis",Sylhet,4.6,Morning,82.3,"87.0,73.9,84.9,75.8,82.3",Low
U03807,Mahmud Akter,Male,Chittagong University,Public,History,"Year 1, Fall",4.0,"Mass Communication, Ethics, Literary Criticism, History of Art",68.7,3.8,Literary Criticism,Mass Communication,Narayanganj,9.5,Morning,100,"91.6,93.7,97.0,100,100",Medium
U03808,Adnan Ahmed,Male,BRAC University,Private,MIS,"Year 4, Spring",2.75,"Marketing Strategy, Microeconomics, Principles of Management, Business Law, Financial Accounting",99,3.6,"Business Law, Marketing Strategy",Financial Accounting,Gazipur,7.2,Evening,66.5,"68.3,68.0,71.5,58.5,66.5",Medium
U03809,Rafi Uddin,Male,CUET,Public,Mechanical Engineering,"Year 2, Fall",3.56,"Algorithms, Data Structures, Database Systems, Machine Learning",84.1,3.2,"Machine Learning, Algorithms","Database Systems, Data Structures",Barishal,2.6,Afternoon,85.8,"81.2,85.2,83.9,90.6,85.8",Medium
U03810,Ayesha Uddin,Female,"Independent University, Bangladesh",Private,BBA,"Year 4, Fall",3.45,"Microeconomics, Principles of Management, Marketing Strategy, Financial Accounting, Business Law",78.1,5.2,Principles of Management,"Business Law, Microeconomics",Barishal,3.0,Morning,89.8,"81.5,91.9,91.5,94.2,89.8",Low
U03811,Arif Begum,Male,Ahsanullah University of Science and Technology,Private,Pharmacy,"Year 4, Spring",3.19,"Human Anatomy, Genetics, Pharmacology, Clinical Pharmacy",99,4.8,Pharmacology,Human Anatomy,Bogura,8.9,Afternoon,78.0,"82.8,75.1,80.6,71.0,78.0",Low
U03812,Nabil Sarker,Male,East West University,Private,History,"Year 1, Spring",2.75,"History of Art, Ethics, Literary Criticism, Mass Communication",67.5,2.9,"History of Art, Mass Communication",Ethics,Jessore,4.6,Night,71.8,"65.5,63.4,68.2,68.5,71.8",Medium
U03813,Fahim Ahmed,Male,RUET,Public,CSE,"Year 2, Fall",3.0,"Machine Learning, Thermodynamics, Database Systems, Data Structures",77.8,9.1,"Data Structures, Database Systems","Machine Learning, Thermodynamics",Mymensingh,7.0,Evening,72.8,"68.4,72.8,72.5,75.6,72.8",Low
U03814,Jahid Ali,Male,Jagannath University,Public,Marketing,"Year 1, Spring",2.88,"Microeconomics, Principles of Management, Financial Accounting, Marketing Strategy, Business Law",87.6,4.2,"Marketing Strategy, Principles of Management","Microeconomics, Business Law",Bogura,10.0,Morning,72.0,"70.4,66.8,68.4,67.5,72.0",Medium
U03815,Tanvir Hasan,Male,University of Liberal Arts Bangladesh,Private,Pharmacy,"Year 2, Summer",3.75,"Clinical Pharmacy, Human Anatomy, Organic Chemistry, Genetics, Pharmacology",86.0,3.6,"Clinical Pharmacy, Organic Chemistry",Genetics,Khulna,5.6,Afternoon,90.2,"93.7,87.9,94.8,84.0,90.2",Medium
U03816,Tasnia Ahmed,Female,"Independent University, Bangladesh",Private,Mechanical Engineering,"Year 3, Spring",3.45,"Circuit Analysis, Algorithms, Machine Learning, Database Systems, Data Structures, Thermodynamics",71.6,2.2,Circuit Analysis,"Thermodynamics, Database Systems",Gazipur,4.4,Night,89.1,"93.6,94.1,83.1,86.5,89.1",Medium
U03817,Rafi Ahmed,Male,Comilla University,Public,International Law,"Year 2, Summer",3.31,"Constitutional Law, Criminal Law, Civil Procedure, Jurisprudence",85.0,1.9,"Constitutional Law, Jurisprudence","Criminal Law, Civil Procedure",Rangpur,7.2,Afternoon,82.8,"81.0,79.1,79.2,84.5,82.8",High
U03818,Raisa Ali,Female,SUST,Public,Mechanical Engineering,"Year 4, Fall",3.86,"Database Systems, Thermodynamics, Circuit Analysis, Data Structures",85.4,3.0,Circuit Analysis,"Thermodynamics, Database Systems",Cumilla,8.6,Morning,97.7,"100,100.0,92.6,96.4,97.7",Medium
U03819,Naeem Sarker,Male,BRAC University,Private,AI,"Year 3, Fall",3.21,"Thermodynamics, Circuit Analysis, Algorithms, Machine Learning",74.0,4.6,Thermodynamics,"Circuit Analysis, Algorithms",Mymensingh,4.8,Afternoon,76.7,"75.7,74.0,71.3,68.3,76.7",Medium
U03820,Rafi Rahman,Male,East West University,Private,International Relations,"Year 2, Summer",3.69,"Social Psychology, Political Science, World History, Research Methodology",75.0,2.5,Research Methodology,"World History, Social Psychology",Bogura,7.5,Morning,89.1,"89.2,83.3,94.1,82.8,89.1",Medium
U03821,Mahmud Islam,Male,BUET,Public,Data Science,"Year 1, Fall",3.2,"Thermodynamics, Database Systems, Data Structures, Algorithms, Circuit Analysis, Machine Learning",72.8,3.5,"Circuit Analysis, Machine Learning","Algorithms, Database Systems",Sylhet,2.3,Night,79.6,"72.6,74.0,70.0,78.8,79.6",Medium
U03822,Rahim Begum,Male,Daffodil International University,Private,AI,"Year 2, Summer",3.95,"Circuit Analysis, Data Structures, Database Systems, Thermodynamics, Machine Learning, Algorithms",66.1,8.7,"Data Structures, Machine Learning","Circuit Analysis, Algorithms",Rajshahi,4.9,Afternoon,100,"94.3,92.6,91.3,100,100",Medium
U03823,Arif Uddin,Male,BUET,Public,BBA,"Year 3, Spring",3.4,"Business Law, Principles of Management, Financial Accounting, Microeconomics",65.8,4.8,Financial Accounting,Microeconomics,Mymensingh,1,Morning,83.6,"87.7,83.9,80.3,80.9,83.6",Medium
U03824,Mim Chowdhury,Female,United International University,Private,International Relations,"Year 2, Fall",3.35,"Research Methodology, Political Science, World History, Social Psychology",82.0,3.2,"Political Science, Research Methodology","Social Psychology, World History",Dhaka,5.9,Night,86.1,"85.0,85.8,80.0,83.8,86.1",Medium
U03825,Jannat Chowdhury,Female,United International University,Private,Economics,"Year 1, Spring",2.93,"Microeconomics, Principles of Management, Marketing Strategy, Financial Accounting",89.6,2.6,"Microeconomics, Financial Accounting",Principles of Management,Rangpur,4.5,Morning,71.8,"61.9,73.1,66.6,74.6,71.8",Medium
U03826,Naeem Hasan,Male,East West University,Private,BBA,"Year 2, Spring",3.26,"Microeconomics, Principles of Management, Financial Accounting, Business Law, Marketing Strategy",89.2,7.0,"Business Law, Microeconomics","Financial Accounting, Principles of Management",Chattogram,6.0,Evening,83.6,"82.0,80.9,78.7,85.5,83.6",Low
U03827,Farhana Akter,Female,Daffodil International University,Private,Agriculture,"Year 1, Summer",3.65,"Sustainable Development, Ecology, Climate Change, Soil Science",75.4,7.0,Sustainable Development,Soil Science,Narayanganj,5.8,Morning,95.2,"98.8,89.0,91.4,96.1,95.2",Low
U03828,Raisa Khan,Female,SUST,Public,English,"Year 2, Spring",3.2,"Mass Communication, Ethics, Literary Criticism, History of Art",59.2,3.8,History of Art,Literary Criticism,Barishal,9.7,Night,81.0,"78.3,84.2,82.2,85.5,81.0",High
U03829,Nabil Chowdhury,Male,Ahsanullah University of Science and Technology,Private,Sociology,"Year 4, Fall",3.46,"Social Psychology, Research Methodology, World History, Political Science",87.4,6.6,"World History, Research Methodology",Social Psychology,Mymensingh,1.7,Morning,89.1,"80.1,81.7,80.8,94.0,89.1",Low
U03830,Sajid Begum,Male,North South University,Private,International Relations,"Year 4, Spring",3.11,"World History, Research Methodology, Political Science, Social Psychology",80.2,6.1,Political Science,"Research Methodology, Social Psychology",Rangpur,5.6,Afternoon,82.4,"84.5,77.1,80.2,76.1,82.4",Low
U03831,Sabina Ali,Female,Jagannath University,Public,International Law,"Year 1, Summer",3.05,"Civil Procedure, Criminal Law, Jurisprudence, Constitutional Law",61.0,4.0,Civil Procedure,Criminal Law,Narayanganj,5.4,Evening,79.2,"70.1,80.0,77.4,73.9,79.2",Medium
U03832,Siam Rahman,Male,University of Liberal Arts Bangladesh,Private,Civil Engineering,"Year 4, Summer",3.46,"Algorithms, Database Systems, Circuit Analysis, Machine Learning, Thermodynamics, Data Structures",82.6,5.9,"Data Structures, Thermodynamics",Database Systems,Cumilla,9.4,Morning,84.3,"82.4,77.7,78.9,84.4,84.3",Low
U03833,Siam Sarker,Male,Ahsanullah University of Science and Technology,Private,Psychology,"Year 2, Summer",2.0,"World History, Research Methodology, Political Science, Social Psychology",74.4,7.4,Research Methodology,"World History, Social Psychology",Jessore,3.8,Morning,48.5,"45.9,47.0,40.2,51.4,48.5",High
U03834,Sajid Khan,Male,East West University,Private,Philosophy,"Year 2, Summer",3.61,"Literary Criticism, Mass Communication, History of Art, Ethics",81.9,2.9,"Literary Criticism, Mass Communication","Ethics, History of Art",Khulna,3.4,Night,91.1,"96.1,95.8,81.3,81.7,91.1",Medium
U03835,Sabina Islam,Female,Rajshahi University,Public,EEE,"Year 2, Spring",2.46,"Machine Learning, Data Structures, Database Systems, Algorithms, Circuit Analysis, Thermodynamics",89.2,4.0,"Thermodynamics, Algorithms","Database Systems, Machine Learning",Sylhet,9.1,Morning,61.6,"58.7,57.2,65.8,63.6,61.6",High
U03836,Rafi Akter,Male,Jatiya Kabi Kazi Nazrul Islam University,Public,English,"Year 3, Summer",2.49,"Mass Communication, Literary Criticism, History of Art, Ethics",81.3,3.1,Ethics,"History of Art, Mass Communication",Cumilla,7.7,Afternoon,58.1,"54.0,56.1,62.3,59.0,58.1",High
U03837,Karim Chowdhury,Male,United International University,Private,Accounting,"Year 3, Summer",3.09,"Microeconomics, Marketing Strategy, Business Law, Principles of Management",70.9,3.8,Business Law,"Marketing Strategy, Principles of Management",Kushtia,4.2,Night,81.3,"82.5,72.0,79.5,82.2,81.3",Medium
U03838,Sajid Hossain,Male,Noakhali Science and Technology University,Public,English,"Year 4, Fall",3.1,"Ethics, Literary Criticism, History of Art, Mass Communication",72.3,2.5,"Literary Criticism, Ethics","History of Art, Mass Communication",Gazipur,5.5,Evening,79.8,"75.4,72.2,76.0,75.3,79.8",Medium
U03839,Arif Ali,Male,Jatiya Kabi Kazi Nazrul Islam University,Public,Agriculture,"Year 3, Fall",2.94,"Climate Change, Ecology, Soil Science, Sustainable Development",59.0,5.6,"Sustainable Development, Soil Science","Climate Change, Ecology",Cox's Bazar,7.5,Night,76.4,"79.5,69.6,66.4,75.8,76.4",High
U03840,Tanvir Chowdhury,Male,Chittagong University,Public,Civil Engineering,"Year 2, Summer",3.46,"Machine Learning, Thermodynamics, Database Systems, Circuit Analysis",66.4,4.9,"Thermodynamics, Circuit Analysis",Database Systems,Barishal,1,Evening,90.6,"87.9,84.6,80.7,88.9,90.6",Medium
U03841,Imtiaz Khan,Male,"Independent University, Bangladesh",Private,International Law,"Year 1, Spring",2.99,"Jurisprudence, Criminal Law, Constitutional Law, Civil Procedure",79.2,7.2,"Jurisprudence, Constitutional Law","Criminal Law, Civil Procedure",Cox's Bazar,7.2,Afternoon,70.0,"62.0,67.9,73.3,73.2,70.0",Medium
U03842,Raisa Ali,Female,BUET,Public,BBA,"Year 1, Spring",2.91,"Microeconomics, Principles of Management, Financial Accounting, Business Law",50,6.9,"Business Law, Principles of Management","Financial Accounting, Microeconomics",Kushtia,6.3,Afternoon,77.7,"75.3,72.6,77.4,76.2,77.7",High
U03843,Sabina Akter,Female,Jahangirnagar University,Public,Data Science,"Year 4, Summer",3.77,"Thermodynamics, Algorithms, Machine Learning, Data Structures",89.5,3.8,Algorithms,Data Structures,Barishal,3.4,Afternoon,94.7,"90.3,84.9,95.0,90.1,94.7",Medium
U03844,Tanjila Begum,Female,Daffodil International University,Private,EEE,"Year 2, Spring",2.56,"Algorithms, Circuit Analysis, Data Structures, Machine Learning, Database Systems",76.2,4.6,Data Structures,"Database Systems, Algorithms",Cumilla,9.8,Morning,59.9,"51.5,56.6,57.8,63.4,59.9",Medium
U03845,Ayesha Sarker,Female,Jagannath University,Public,BBA,"Year 1, Summer",3.5,"Marketing Strategy, Financial Accounting, Principles of Management, Business Law, Microeconomics",97.4,7.9,"Marketing Strategy, Business Law",Principles of Management,Cumilla,9.3,Night,89.6,"85.5,79.8,94.5,87.1,89.6",Low
U03846,Ayesha Uddin,Female,Chittagong University,Public,Pharmacy,"Year 1, Summer",2.93,"Pharmacology, Human Anatomy, Organic Chemistry, Clinical Pharmacy",70.2,6.8,"Pharmacology, Organic Chemistry",Human Anatomy,Bogura,9.2,Night,73.7,"77.6,66.2,73.4,70.2,73.7",Medium
U03847,Mahmud Chowdhury,Male,BRAC University,Private,Economics,"Year 2, Fall",3.02,"Principles of Management, Financial Accounting, Microeconomics, Marketing Strategy",70.1,4.1,Microeconomics,"Financial Accounting, Principles of Management",Dhaka,10.0,Evening,76.9,"68.6,75.9,73.4,71.2,76.9",Medium
U03848,Sabina Islam,Female,Jatiya Kabi Kazi Nazrul Islam University,Public,Pharmacy,"Year 4, Summer",2.75,"Clinical Pharmacy, Organic Chemistry, Genetics, Human Anatomy, Pharmacology",70.6,8.0,Genetics,"Organic Chemistry, Human Anatomy",Narayanganj,8.4,Night,72.6,"63.0,75.7,67.1,64.5,72.6",Medium
U03849,Naeem Akter,Male,American International University-Bangladesh,Private,Philosophy,"Year 2, Spring",3.09,"History of Art, Ethics, Literary Criticism, Mass Communication",74.2,3.6,"History of Art, Mass Communication",Ethics,Rangpur,5.8,Morning,79.0,"76.6,80.1,83.9,82.4,79.0",Medium
U03850,Tasnia Ahmed,Female,Daffodil International University,Private,BBA,"Year 3, Spring",2.96,"Marketing Strategy, Financial Accounting, Principles of Management, Microeconomics, Business Law",78.1,5.7,Microeconomics,Marketing Strategy,Tangail,2.1,Night,73.1,"75.7,76.5,72.9,73.8,73.1",Medium
U03851,Fahim Islam,Male,United International University,Private,International Law,"Year 4, Fall",3.65,"Criminal Law, Jurisprudence, Constitutional Law, Civil Procedure",81.1,3.9,Civil Procedure,"Criminal Law, Constitutional Law",Cox's Bazar,2.3,Evening,92.5,"95.4,91.9,85.5,86.9,92.5",Medium
U03852,Mim Ahmed,Female,Chittagong University,Public,MIS,"Year 2, Summer",2.62,"Principles of Management, Microeconomics, Business Law, Marketing Strategy, Financial Accounting",77.4,7.1,Microeconomics,Marketing Strategy,Jessore,5.4,Afternoon,64.3,"62.1,68.8,63.3,58.2,64.3",Medium
U03853,Naeem Islam,Male,Comilla University,Public,Philosophy,"Year 4, Spring",3.36,"Ethics, Literary Criticism, History of Art, Mass Communication",95.9,3.7,Literary Criticism,"Ethics, Mass Communication",Khulna,3.6,Morning,80.3,"82.5,83.6,72.7,78.0,80.3",Medium
U03854,Zubayer Khan,Male,RUET,Public,Microbiology,"Year 1, Summer",2.92,"Pharmacology, Clinical Pharmacy, Human Anatomy, Genetics, Organic Chemistry",66.5,7.4,"Clinical Pharmacy, Organic Chemistry",Human Anatomy,Barishal,7.2,Morning,71.5,"66.6,65.6,65.6,73.0,71.5",Medium
U03855,Adnan Islam,Male,University of Liberal Arts Bangladesh,Private,Data Science,"Year 4, Summer",3.8,"Data Structures, Algorithms, Thermodynamics, Circuit Analysis, Machine Learning",69.8,4.3,"Circuit Analysis, Algorithms",Machine Learning,Narayanganj,5.0,Night,98.2,"90.6,92.1,100,92.4,98.2",Medium
U03856,Shakib Akter,Male,Comilla University,Public,Microbiology,"Year 3, Spring",2.79,"Genetics, Clinical Pharmacy, Human Anatomy, Pharmacology, Organic Chemistry",74.7,5.7,"Genetics, Human Anatomy",Organic Chemistry,Jessore,7.2,Afternoon,70.2,"61.6,72.3,60.4,62.1,70.2",Medium
U03857,Karim Begum,Male,Jatiya Kabi Kazi Nazrul Islam University,Public,Sociology,"Year 4, Summer",2.84,"World History, Research Methodology, Political Science, Social Psychology",93.8,1,Political Science,"World History, Social Psychology",Tangail,8.8,Afternoon,73.5,"77.8,65.4,65.8,64.7,73.5",High
U03858,Farhana Hossain,Female,Ahsanullah University of Science and Technology,Private,Accounting,"Year 3, Spring",3.26,"Marketing Strategy, Microeconomics, Business Law, Financial Accounting, Principles of Management",64.5,10.5,"Principles of Management, Financial Accounting","Business Law, Microeconomics",Chattogram,4.4,Morning,78.5,"76.4,76.6,80.0,76.0,78.5",Medium
U03859,Sabina Ali,Female,BUET,Public,Psychology,"Year 4, Summer",3.26,"Social Psychology, Research Methodology, Political Science, World History",95.6,5.1,Political Science,Research Methodology,Jessore,4.1,Evening,79.5,"80.3,82.6,74.6,84.1,79.5",Low
U03860,Mahmud Uddin,Male,University of Liberal Arts Bangladesh,Private,EEE,"Year 2, Spring",3.45,"Database Systems, Data Structures, Thermodynamics, Algorithms",86.6,5.6,Algorithms,Data Structures,Rangpur,5.0,Afternoon,82.9,"77.2,84.7,78.6,83.5,82.9",Low
U03861,Jahid Begum,Male,KUET,Public,HRM,"Year 1, Spring",3.8,"Financial Accounting, Principles of Management, Marketing Strategy, Microeconomics",66.0,7.0,Microeconomics,Marketing Strategy,Sylhet,7.5,Night,91.5,"94.8,90.2,91.8,89.9,91.5",Medium
U03862,Sajid Ahmed,Male,Jagannath University,Public,Civil Engineering,"Year 3, Fall",3.81,"Thermodynamics, Circuit Analysis, Data Structures, Database Systems, Algorithms, Machine Learning",84.8,2.4,"Circuit Analysis, Data Structures","Machine Learning, Database Systems",Cumilla,6.1,Evening,91.5,"88.8,95.3,83.9,87.3,91.5",Medium
U03863,Sajid Akter,Male,BUET,Public,History,"Year 1, Spring",2.64,"Ethics, History of Art, Literary Criticism, Mass Communication",81.3,3.0,History of Art,Mass Communication,Jessore,9.6,Afternoon,63.5,"56.7,62.9,55.0,65.2,63.5",Medium
U03864,Mahmud Sarker,Male,North South University,Private,Marketing,"Year 1, Summer",3.17,"Principles of Management, Business Law, Marketing Strategy, Microeconomics",90.3,4.0,"Principles of Management, Microeconomics",Marketing Strategy,Rajshahi,8.1,Evening,80.8,"76.0,71.3,82.8,80.4,80.8",Low
U03865,Farhana Sarker,Female,BRAC University,Private,Data Science,"Year 3, Summer",3.32,"Algorithms, Thermodynamics, Database Systems, Circuit Analysis, Machine Learning",58.3,5.6,Algorithms,"Database Systems, Thermodynamics",Bogura,11.4,Night,85.5,"75.6,83.6,82.9,82.5,85.5",High
U03866,Siam Sarker,Male,Comilla University,Public,Software Engineering,"Year 4, Summer",3.16,"Database Systems, Thermodynamics, Machine Learning, Circuit Analysis",61.8,6.7,"Machine Learning, Circuit Analysis",Thermodynamics,Cox's Bazar,5.2,Night,79.7,"74.4,78.3,76.7,69.8,79.7",Medium
U03867,Karim Chowdhury,Male,University of Liberal Arts Bangladesh,Private,English,"Year 3, Fall",2.92,"Literary Criticism, Mass Communication, History of Art, Ethics",69.6,6.4,Ethics,Mass Communication,Rajshahi,3.6,Night,69.0,"63.1,65.2,63.0,66.7,69.0",Medium
U03868,Tanvir Islam,Male,BRAC University,Private,Finance,"Year 1, Fall",3.31,"Marketing Strategy, Microeconomics, Financial Accounting, Business Law, Principles of Management",78.3,7.5,Marketing Strategy,Business Law,Cumilla,8.5,Evening,80.5,"75.9,79.9,78.4,81.2,80.5",Low
U03869,Tasnia Uddin,Female,American International University-Bangladesh,Private,Nursing,"Year 2, Fall",3.61,"Clinical Pharmacy, Organic Chemistry, Pharmacology, Genetics",90.3,6.2,Genetics,"Organic Chemistry, Clinical Pharmacy",Chattogram,5.3,Morning,92.8,"92.4,85.6,96.0,83.1,92.8",Low
U03870,Naeem Islam,Male,East West University,Private,Journalism,"Year 1, Fall",2.9,"Literary Criticism, Ethics, Mass Communication, History of Art",81.3,6.4,Mass Communication,"Ethics, History of Art",Cumilla,3.0,Evening,72.3,"67.1,70.6,69.1,63.2,72.3",Medium
U03871,Tanjila Khan,Female,BRAC University,Private,Marketing,"Year 3, Fall",2.68,"Marketing Strategy, Financial Accounting, Business Law, Principles of Management, Microeconomics",75.7,3.3,"Financial Accounting, Marketing Strategy","Microeconomics, Principles of Management",Sylhet,4.9,Morning,67.4,"65.4,66.2,59.2,61.9,67.4",Medium
U03872,Jannat Ali,Female,KUET,Public,Environmental Science,"Year 1, Spring",2.87,"Ecology, Soil Science, Sustainable Development, Climate Change",97.4,2.9,Soil Science,Ecology,Cumilla,5.5,Night,75.7,"73.8,69.0,79.1,71.7,75.7",Medium
U03873,Tanvir Hasan,Male,RUET,Public,International Relations,"Year 2, Fall",4.0,"Political Science, Social Psychology, World History, Research Methodology",97.7,3.5,"World History, Political Science",Social Psychology,Cox's Bazar,3.1,Night,100,"99.9,100,91.6,100,100",Medium
U03874,Rahim Ali,Male,East West University,Private,Software Engineering,"Year 3, Spring",3.47,"Algorithms, Machine Learning, Database Systems, Circuit Analysis",83.4,2.7,"Circuit Analysis, Database Systems",Machine Learning,Narayanganj,11.9,Evening,82.3,"80.2,76.1,80.1,74.0,82.3",Medium
U03875,Fahim Akter,Male,BRAC University,Private,Data Science,"Year 1, Spring",3.24,"Thermodynamics, Circuit Analysis, Algorithms, Machine Learning, Data Structures",78.8,5.6,Algorithms,"Thermodynamics, Machine Learning",Cox's Bazar,3.6,Night,76.2,"72.6,70.2,79.0,78.1,76.2",Low
U03876,Nusrat Begum,Female,East West University,Private,Agriculture,"Year 4, Spring",3.68,"Ecology, Climate Change, Sustainable Development, Soil Science",68.7,3.1,"Soil Science, Ecology","Sustainable Development, Climate Change",Rajshahi,7.2,Morning,89.3,"85.8,89.0,79.3,88.9,89.3",Medium
U03877,Karim Ali,Male,BRAC University,Private,EEE,"Year 3, Spring",2.54,"Circuit Analysis, Algorithms, Database Systems, Data Structures",78.4,3.2,Algorithms,Circuit Analysis,Barishal,6.6,Evening,67.0,"67.5,64.0,62.6,58.8,67.0",Medium
U03878,Arif Akter,Male,Rajshahi University,Public,Civil Engineering,"Year 3, Spring",2.59,"Machine Learning, Thermodynamics, Database Systems, Algorithms, Circuit Analysis, Data Structures",75.2,4.4,"Machine Learning, Circuit Analysis","Algorithms, Database Systems",Khulna,7.7,Afternoon,61.4,"56.1,65.6,55.5,58.5,61.4",Medium
U03879,Jahid Ahmed,Male,American International University-Bangladesh,Private,EEE,"Year 3, Spring",2.74,"Database Systems, Circuit Analysis, Machine Learning, Data Structures, Thermodynamics, Algorithms",74.7,1.2,Algorithms,Circuit Analysis,Gazipur,11.3,Morning,66.2,"57.8,62.4,67.6,61.1,66.2",High
U03880,Rahim Khan,Male,American International University-Bangladesh,Private,Philosophy,"Year 3, Fall",3.88,"Ethics, Literary Criticism, History of Art, Mass Communication",78.2,2.9,History of Art,"Mass Communication, Ethics",Mymensingh,5.6,Afternoon,99.6,"94.0,100,97.4,100,99.6",Medium
U03881,Sabina Hossain,Female,CUET,Public,Data Science,"Year 1, Fall",3.01,"Database Systems, Algorithms, Data Structures, Circuit Analysis, Thermodynamics, Machine Learning",78.6,3.8,"Circuit Analysis, Machine Learning","Algorithms, Database Systems",Rangpur,3.6,Evening,75.6,"73.2,65.9,78.3,74.5,75.6",Medium
U03882,Fahim Begum,Male,BRAC University,Private,International Relations,"Year 1, Fall",3.77,"World History, Social Psychology, Political Science, Research Methodology",78.9,5.0,"Research Methodology, Social Psychology","World History, Political Science",Gazipur,7.0,Afternoon,94.3,"87.9,93.7,94.8,86.1,94.3",Low
U03883,Fahim Hasan,Male,United International University,Private,Mechanical Engineering,"Year 1, Spring",3.53,"Database Systems, Algorithms, Thermodynamics, Data Structures, Machine Learning, Circuit Analysis",82.8,5.0,Thermodynamics,Circuit Analysis,Cox's Bazar,7.1,Morning,89.6,"82.3,86.1,81.4,94.0,89.6",Low
U03884,Fahim Begum,Male,"Independent University, Bangladesh",Private,LLB,"Year 4, Spring",3.56,"Jurisprudence, Civil Procedure, Criminal Law, Constitutional Law",79.6,5.2,Constitutional Law,"Civil Procedure, Jurisprudence",Tangail,6.3,Morning,93.2,"84.0,91.1,97.1,98.1,93.2",Low
U03885,Siam Uddin,Male,Daffodil International University,Private,Microbiology,"Year 4, Spring",3.08,"Genetics, Organic Chemistry, Pharmacology, Clinical Pharmacy",96.9,2.4,Clinical Pharmacy,Organic Chemistry,Chattogram,4.3,Afternoon,79.2,"82.9,70.7,70.6,77.9,79.2",Medium
U03886,Tasnia Ali,Female,United International University,Private,Anthropology,"Year 2, Fall",3.02,"World History, Research Methodology, Social Psychology, Political Science",55.3,3.8,"Political Science, Social Psychology",Research Methodology,Khulna,8.9,Night,73.6,"64.4,76.1,72.8,73.1,73.6",High
U03887,Sadia Chowdhury,Female,"Independent University, Bangladesh",Private,Agriculture,"Year 2, Spring",3.61,"Ecology, Climate Change, Sustainable Development, Soil Science",79.7,4.7,Sustainable Development,Climate Change,Sylhet,3.1,Evening,89.4,"88.0,89.6,91.4,85.3,89.4",Low
