student_id,name,gender,class_level,institution_name,subjects,study_hours_per_day,weak_subjects,strong_subjects,exam_score,attendance_percentage,district,device_usage_time,preferred_study_time,historical_scores
BD01762,Tanjila Khan,Female,University,University of Dhaka,"Physics, Math, ICT, Bangla, Chemistry",2.8,"Math, ICT","Chemistry, Bangla",90.5,65.0,Sylhet,5.5,Night,"81.2,81.9,82.7,83.9,90.5"
BD01763,Jahid Khan,Male,University,NSU,"Biology, Accounting, Chemistry, Physics",2.0,"Chemistry, Physics","Biology, Accounting",61.6,80.3,Gazipur,5.6,Night,"53.5,56.3,56.6,58.1,61.6"
BD01764,Fahim Khan,Male,SSC,Dhaka Residential Model College,"Math, ICT, Physics, Biology, English, Accounting",5.0,"Accounting, Physics","English, Math",63.4,89.7,Barishal,1.9,Night,"54.1,51.7,52.8,63.4"
BD01765,Jahid Rahman,Male,HSC,Govt. M. M. City College,"Physics, Biology, English, Math, Chemistry",4.6,"English, Biology","Physics, Math",71.3,79.6,Sylhet,5.7,Night,"64.6,63.5,66.5,71.3"
BD01766,Arif Chowdhury,Male,SSC,Viqarunnisa Noon School and College,"Bangla, Biology, English, Math, Physics, Accounting, Chemistry",3.7,"Biology, Physics",Math,37.6,67.4,Barishal,5.5,Evening,"31.6,30.7,28.3,37.6"
BD01767,Arif Hossain,Male,University,NSU,"Biology, English, Accounting, Bangla",3.5,Accounting,English,72.0,76.0,Rajshahi,7.5,Night,"66.3,66.3,65.9,66.6,72.0"
BD01768,Naeem Khan,Male,SSC,Viqarunnisa Noon School and College,"Accounting, Biology, Physics, Math, Bangla, ICT",2.2,"Math, Physics","ICT, Biology",68.5,98.7,Mymensingh,5.6,Morning,"60.7,62.3,62.2,68.5"
BD01769,Naeem Khan,Male,HSC,Govt. M. M. City College,"ICT, Accounting, Math, English, Physics, Bangla",4.8,"Math, Bangla",Physics,79.2,58.7,Mymensingh,4.1,Evening,"74.8,74.7,75.0,79.2"
BD01770,Mim Begum,Female,HSC,Notre Dame College,"Chemistry, Physics, English, ICT, Accounting, Bangla",3.6,Chemistry,"ICT, Physics",83.7,69.5,Sylhet,6.2,Night,"81.3,80.3,80.1,83.7"
BD01771,Fahim Islam,Male,HSC,Govt. M. M. City College,"Accounting, Biology, Bangla, Chemistry, English",1.8,"English, Accounting","Biology, Chemistry",58.2,72.5,Chattogram,6.1,Evening,"49.6,48.9,51.1,58.2"
BD01772,Rahim Ahmed,Male,University,North South University,"Math, Physics, Chemistry, ICT, Bangla, Biology",6.8,"Bangla, Biology","Physics, Chemistry",78.2,82.5,Gazipur,4.1,Evening,"69.2,67.1,68.4,70.4,78.2"
BD01773,Farhana Akter,Female,University,University of Dhaka,"Bangla, English, Biology, ICT, Chemistry, Accounting",4.1,"ICT, Accounting",Chemistry,83.1,63.6,Khulna,3.9,Morning,"75.1,76.3,75.3,74.2,83.1"
BD01774,Ayesha Akter,Female,SSC,Dhaka Residential Model College,"Biology, Physics, English, ICT, Chemistry, Bangla, Math",1.2,"ICT, Bangla","Biology, Chemistry",83.9,72.1,Gazipur,4.2,Night,"79.2,79.2,82.2,83.9"
BD01775,Rahim Islam,Male,University,University of Dhaka,"Math, ICT, Accounting, Bangla, Chemistry, Physics",6.6,"Bangla, Physics","Math, Accounting",64.6,88.8,Khulna,2.5,Night,"55.2,54.4,53.3,54.8,64.6"
BD01776,Jahid Akter,Male,SSC,Viqarunnisa Noon School and College,"Accounting, English, Biology, Physics, Bangla",3.3,"Bangla, Physics",Biology,63.2,99,Khulna,4.6,Night,"53.5,51.6,51.4,63.2"
BD01777,Naeem Sarker,Male,SSC,Govt. Laboratory High School,"ICT, Chemistry, Bangla, Biology, English",2.5,"Biology, Bangla",English,60.0,78.4,Mymensingh,2.5,Morning,"51.0,49.7,49.0,60.0"
BD01778,Rahim Rahman,Male,University,Jahangirnagar University,"Math, Physics, Chemistry, English",4.9,"Physics, Math","English, Chemistry",62.0,70.7,Dhaka,4.2,Night,"52.9,53.3,53.4,52.3,62.0"
BD01779,Shakib Ahmed,Male,HSC,Govt. M. M. City College,"English, Math, Physics, Biology, ICT",5.9,"Math, English","Physics, ICT",77.5,96.7,Mymensingh,5.6,Evening,"71.3,72.9,71.7,77.5"
BD01780,Sadia Islam,Female,SSC,Dhaka Residential Model College,"ICT, Physics, Math, Chemistry, Bangla",3.4,Chemistry,Physics,69.9,97.9,Mymensingh,4.2,Evening,"63.3,62.9,62.3,69.9"
BD01781,Rafi Khan,Male,HSC,Govt. M. M. City College,"Bangla, Chemistry, ICT, Math, Accounting, English",4.0,"English, Chemistry",Accounting,70.4,90.8,Barishal,2.9,Morning,"62.8,65.3,65.4,70.4"
BD01782,Mim Begum,Female,SSC,Govt. Laboratory High School,"Chemistry, Physics, ICT, Math, Accounting, Biology, English",2.8,"ICT, Physics","English, Accounting",67.9,88.4,Dhaka,2.5,Morning,"63.7,64.4,61.9,67.9"
BD01783,Arif Sarker,Male,SSC,Ideal School and College,"Bangla, Accounting, Biology, English, Math, ICT",7.2,Bangla,Accounting,80.6,93.2,Rangpur,4.1,Evening,"74.7,74.6,72.6,80.6"
BD01784,Jahid Hossain,Male,SSC,Rajshahi Collegiate School,"Accounting, English, Bangla, Math, Chemistry",2.1,"Accounting, Bangla","English, Math",71.0,92.3,Khulna,4.0,Night,"64.7,64.2,62.9,71.0"
BD01785,Mahmud Sarker,Male,HSC,Govt. M. M. City College,"Chemistry, Accounting, Math, Biology, ICT",5.2,Math,"Biology, Chemistry",81.5,75.9,Rajshahi,3.6,Evening,"76.7,74.5,72.6,81.5"
BD01786,Sumaiya Ahmed,Female,HSC,Dhaka College,"Biology, Bangla, Chemistry, ICT, English",6.2,Bangla,"Biology, ICT",67.4,76.7,Barishal,4.9,Evening,"63.7,65.1,66.7,67.4"
BD01787,Jahid Rahman,Male,HSC,Dhaka College,"Bangla, Accounting, Math, Physics, Biology",4.2,"Accounting, Physics","Bangla, Biology",90.5,98.6,Chattogram,2.0,Morning,"80.8,84.0,86.5,90.5"
BD01788,Sumaiya Hasan,Female,HSC,Holy Cross College,"Biology, Physics, Accounting, Chemistry, Bangla",6.7,"Biology, Chemistry","Accounting, Bangla",45.8,63.8,Barishal,3.8,Evening,"38.8,37.7,36.4,45.8"
BD01789,Tanvir Akter,Male,SSC,Govt. Laboratory High School,"Bangla, Accounting, English, Physics, Math, Chemistry",3.5,"Math, Bangla",Accounting,47.5,73.5,Cumilla,5.4,Evening,"37.3,35.5,34.7,47.5"
BD01790,Mim Rahman,Female,University,NSU,"ICT, Accounting, English, Math",6.2,"Accounting, Math","ICT, English",49.4,95.1,Cumilla,7.3,Evening,"43.4,43.4,41.6,42.1,49.4"
BD01791,Karim Begum,Male,HSC,Notre Dame College,"Accounting, Biology, ICT, Physics, Bangla, English, Math",1.9,"Physics, Accounting","ICT, English",61.2,80.2,Cumilla,6.5,Evening,"53.6,53.0,52.4,61.2"
BD01792,Arif Hasan,Male,University,NSU,"English, Chemistry, Biology, ICT, Physics, Bangla",1.9,"ICT, Biology","Chemistry, English",56.9,69.9,Barishal,4.2,Evening,"50.1,52.5,53.8,55.6,56.9"
BD01793,Fahim Hossain,Male,University,Khulna University,"ICT, Physics, English, Bangla",3.8,"Bangla, ICT","English, Physics",71.2,92.4,Barishal,7.2,Morning,"64.6,63.7,63.5,65.0,71.2"
BD01794,Nusrat Chowdhury,Female,University,NSU,"English, Bangla, Physics, Accounting, ICT, Math",4.5,"Math, English","Bangla, Accounting",66.6,82.1,Cumilla,3.7,Night,"64.0,64.4,65.2,64.6,66.6"
BD01795,Karim Hasan,Male,University,United International University,"Biology, English, Accounting, Physics, Math, Bangla",1.7,"Accounting, Math","Bangla, Biology",60.4,60.5,Dhaka,4.5,Night,"55.0,56.2,57.1,54.6,60.4"
BD01796,Mariam Hossain,Female,HSC,Notre Dame College,"ICT, English, Bangla, Biology, Chemistry",4.9,"Chemistry, Biology","ICT, English",63.5,91.2,Barishal,4.9,Evening,"57.1,56.5,55.2,63.5"
BD01797,Ayesha Begum,Female,University,Chittagong University,"Math, Physics, Accounting, Bangla, English, ICT",3.5,Bangla,"Accounting, Math",46.9,79.0,Sylhet,6.3,Night,"38.2,35.8,34.6,33.7,46.9"
BD01798,Nadia Akter,Female,University,Jahangirnagar University,"Biology, English, Chemistry, Accounting, ICT, Physics",2.4,"Physics, Accounting",Biology,61.6,86.1,Dhaka,7.9,Morning,"53.7,54.4,51.9,51.0,61.6"
BD01799,Nabil Rahman,Male,SSC,Dhaka Residential Model College,"Bangla, Accounting, Chemistry, Physics, ICT",2.3,Accounting,"Chemistry, ICT",65.9,71.9,Mymensingh,3.6,Evening,"62.8,62.6,64.5,65.9"
BD01800,Farhana Rahman,Female,University,Chittagong University,"Physics, ICT, English, Biology, Chemistry, Math",5.6,"ICT, English",Chemistry,50.3,78.3,Khulna,5.4,Night,"45.0,46.9,48.2,46.8,50.3"
BD01801,Mahmud Hasan,Male,SSC,Ideal School and College,"English, Accounting, Physics, ICT, Math",2.1,Math,"Physics, ICT",62.5,99,Dhaka,3.7,Evening,"55.0,56.4,57.3,62.5"
BD01802,Farhana Begum,Female,HSC,Dhaka College,"Bangla, Chemistry, Physics, Math, Accounting",3.2,"Chemistry, Math","Bangla, Accounting",89.7,80.1,Sylhet,4.0,Evening,"83.3,80.8,81.1,89.7"
BD01803,Jahid Ahmed,Male,University,Khulna University,"Biology, Physics, English, Chemistry",4.5,"Physics, Biology","English, Chemistry",84.9,64.9,Rajshahi,2.8,Evening,"74.4,72.7,71.9,71.9,84.9"
BD01804,Jahid Rahman,Male,HSC,Dhaka College,"Chemistry, Math, English, Biology, Bangla",7.1,Math,"English, Bangla",61.5,78.4,Rajshahi,4.5,Evening,"53.0,53.9,51.5,61.5"
BD01805,Tanjila Khan,Female,HSC,Holy Cross College,"Physics, Biology, Chemistry, ICT, Accounting, English",5.5,"Accounting, Biology","English, Physics",75.3,70.0,Barishal,3.2,Evening,"66.6,66.0,66.5,75.3"
BD01806,Nusrat Rahman,Female,University,BUET,"ICT, Biology, Chemistry, Math, Bangla, Accounting",2.9,"ICT, Biology","Accounting, Chemistry",59.9,77.0,Cumilla,4.5,Evening,"51.5,53.2,52.7,53.3,59.9"
BD01807,Mim Akter,Female,SSC,Rajshahi Collegiate School,"Bangla, English, Math, Accounting, Chemistry, Physics, ICT",1.6,"Accounting, Math","Bangla, Physics",87.2,75.5,Khulna,4.1,Evening,"83.1,81.4,83.3,87.2"
BD01808,Karim Chowdhury,Male,SSC,Govt. Laboratory High School,"Accounting, English, Math, Physics, ICT, Chemistry",2.5,"Chemistry, English","Math, ICT",37.1,84.7,Cumilla,4.7,Evening,"31.9,31.2,31.9,37.1"
BD01809,Mim Hasan,Female,University,Khulna University,"Biology, Accounting, Bangla, Math",4.6,"Accounting, Math","Biology, Bangla",77.3,68.0,Mymensingh,6.0,Morning,"67.0,68.3,68.8,67.4,77.3"
BD01810,Ayesha Ahmed,Female,SSC,Viqarunnisa Noon School and College,"Biology, Math, Bangla, Accounting, Physics, English",1.8,Physics,"Bangla, English",77.0,82.5,Dhaka,4.3,Morning,"74.1,74.8,75.7,77.0"
BD01811,Nusrat Begum,Female,University,North South University,"ICT, English, Chemistry, Physics, Math, Accounting",1.2,"English, ICT","Chemistry, Math",38.9,69.6,Rangpur,5.9,Night,"33.0,30.7,28.5,28.2,38.9"
BD01812,Jahid Khan,Male,SSC,Govt. Laboratory High School,"Bangla, English, Math, Biology, Accounting, ICT",3.7,"Accounting, ICT","Biology, Math",70.6,93.1,Rangpur,5.2,Night,"63.4,63.4,65.2,70.6"
BD01813,Tanvir Khan,Male,SSC,Govt. Laboratory High School,"Bangla, Biology, Math, ICT, Physics, Accounting, English",3.0,"Math, Bangla","Physics, English",51.2,83.9,Gazipur,4.5,Night,"41.4,40.3,39.2,51.2"
BD01814,Nadia Hasan,Female,HSC,Holy Cross College,"Bangla, Biology, ICT, English, Math, Physics",5.7,"Bangla, Physics",English,58.3,64.9,Chattogram,5.7,Evening,"54.1,53.7,54.1,58.3"
BD01815,Karim Islam,Male,University,NSU,"Math, Physics, Bangla, English",1.8,"Bangla, English","Math, Physics",72.7,77.3,Chattogram,7.3,Night,"66.8,68.1,66.0,67.5,72.7"
BD01816,Rahim Begum,Male,University,BUET,"Math, Biology, Chemistry, Bangla, ICT",3.1,"Chemistry, Bangla","Math, ICT",72.1,81.6,Sylhet,6.0,Night,"70.4,70.7,68.9,69.6,72.1"
BD01817,Tanjila Chowdhury,Female,HSC,Dhaka College,"Biology, Accounting, ICT, Bangla, Chemistry, English, Physics",6.4,"ICT, English","Biology, Bangla",74.6,71.2,Khulna,7.6,Morning,"70.4,71.8,69.3,74.6"
BD01818,Sajid Akter,Male,HSC,Notre Dame College,"Physics, Chemistry, Math, Bangla, ICT, Accounting",2.0,"Physics, Accounting",Math,70.6,79.4,Rajshahi,2.6,Evening,"62.3,63.0,63.8,70.6"
BD01819,Nadia Sarker,Female,HSC,Govt. M. M. City College,"English, Math, Accounting, Chemistry, Biology, ICT",5.0,"Math, Chemistry",Accounting,60.3,92.5,Gazipur,5.1,Night,"52.8,51.1,51.7,60.3"
BD01820,Nusrat Islam,Female,HSC,Notre Dame College,"Math, Physics, English, Bangla, ICT, Accounting, Biology",2.9,"Accounting, Physics","Bangla, Biology",64.9,75.0,Rajshahi,3.4,Morning,"57.6,60.8,63.8,64.9"
BD01821,Tanjila Ahmed,Female,SSC,Ideal School and College,"Math, ICT, Accounting, Bangla, Chemistry, Biology, English",3.7,"Math, ICT","Accounting, Bangla",67.2,81.1,Barishal,4.1,Morning,"60.4,61.4,61.8,67.2"
BD01822,Fariha Islam,Female,SSC,Govt. Laboratory High School,"English, Chemistry, Bangla, Accounting, ICT, Math, Biology",2.7,Math,"English, Biology",51.8,78.4,Rangpur,1.7,Evening,"42.3,44.2,45.0,51.8"
BD01823,Shakib Rahman,Male,SSC,Rajshahi Collegiate School,"English, ICT, Math, Bangla, Accounting, Biology, Chemistry",3.2,Chemistry,"Accounting, English",79.5,81.9,Khulna,6.4,Morning,"72.0,72.5,74.1,79.5"
BD01824,Tanjila Begum,Female,SSC,Dhaka Residential Model College,"Accounting, Biology, ICT, Math, Physics, Chemistry, Bangla",2.8,"Bangla, Physics","Accounting, Biology",70.1,72.3,Barishal,3.5,Evening,"63.0,62.7,64.1,70.1"
BD01825,Ayesha Hossain,Female,University,NSU,"Accounting, Chemistry, Math, Biology, Bangla",4.6,"Math, Chemistry","Bangla, Biology",50.9,70.9,Sylhet,3.2,Evening,"41.7,40.5,40.5,39.2,50.9"
BD01826,Rahim Hasan,Male,SSC,Ideal School and College,"English, Accounting, Physics, ICT, Biology",4.0,"Accounting, Biology",English,77.2,79.2,Barishal,4.0,Morning,"73.5,71.2,73.6,77.2"
BD01827,Fahim Islam,Male,University,Chittagong University,"Bangla, Accounting, Math, Biology, ICT",1.3,"Math, ICT","Biology, Accounting",75.8,60.9,Rangpur,4.8,Evening,"71.7,69.3,67.9,67.2,75.8"
BD01828,Rahim Hossain,Male,HSC,Dhaka College,"Biology, Bangla, Accounting, English, Physics",4.2,Bangla,"Biology, Physics",70.3,74.6,Sylhet,4.4,Night,"65.2,66.4,64.5,70.3"
BD01829,Ayesha Hossain,Female,SSC,Dhaka Residential Model College,"Bangla, Physics, ICT, English, Accounting, Chemistry, Math",3.2,"Physics, English","Bangla, ICT",74.8,66.3,Sylhet,2.6,Night,"65.1,65.4,63.8,74.8"
BD01830,Shakib Chowdhury,Male,SSC,Ideal School and College,"Biology, English, ICT, Bangla, Accounting, Physics, Math",2.3,Biology,"Physics, ICT",73.5,79.1,Gazipur,1.0,Evening,"62.6,61.2,61.7,73.5"
BD01831,Jannat Hossain,Female,SSC,Govt. Laboratory High School,"Physics, ICT, Accounting, Biology, Math",3.4,"Accounting, Math","ICT, Biology",57.1,83.7,Khulna,4.1,Morning,"49.9,50.9,49.4,57.1"
BD01832,Jahid Ahmed,Male,SSC,Viqarunnisa Noon School and College,"English, Physics, Biology, Chemistry, Bangla, Accounting, Math",3.8,"Bangla, Math","Biology, Chemistry",78.8,88.6,Khulna,3.7,Evening,"71.4,69.7,69.3,78.8"
BD01833,Sajid Khan,Male,University,BUET,"Chemistry, Accounting, Math, ICT",2.0,"Math, Accounting",ICT,40.2,99,Cumilla,7.3,Evening,"30.7,30.6,29.5,29.6,40.2"
BD01834,Nabil Hossain,Male,SSC,Viqarunnisa Noon School and College,"English, Accounting, ICT, Math, Bangla, Chemistry, Physics",5.4,"ICT, English","Math, Accounting",79.7,80.4,Rangpur,2.8,Morning,"70.5,68.2,69.7,79.7"
BD01835,Arif Chowdhury,Male,HSC,Dhaka College,"Math, Chemistry, ICT, Accounting, Bangla",3.9,ICT,"Accounting, Math",46.5,85.5,Barishal,2.2,Night,"40.3,38.2,36.5,46.5"
BD01836,Nabil Begum,Male,University,Chittagong University,"ICT, English, Math, Chemistry, Accounting, Bangla",3.3,"English, Bangla","Chemistry, ICT",88.3,79.3,Gazipur,3.8,Evening,"81.6,81.0,80.1,78.1,88.3"
BD01837,Shakib Ahmed,Male,HSC,Govt. M. M. City College,"Math, Accounting, English, ICT, Bangla, Biology, Chemistry",4.6,Chemistry,English,73.9,76.1,Sylhet,5.2,Night,"66.5,67.2,66.4,73.9"
BD01838,Farhana Ahmed,Female,SSC,Rajshahi Collegiate School,"Chemistry, English, Math, ICT, Physics, Bangla, Accounting",2.4,"ICT, Chemistry","English, Bangla",62.9,85.6,Barishal,2.5,Night,"58.7,57.9,55.8,62.9"
BD01839,Fahim Chowdhury,Male,HSC,Rajshahi College,"Bangla, Biology, ICT, Chemistry, Math",4.4,Chemistry,Biology,70.9,71.3,Khulna,5.0,Morning,"68.1,68.0,67.2,70.9"
BD01840,Karim Rahman,Male,HSC,Govt. M. M. City College,"Biology, Accounting, ICT, English, Math",3.0,"ICT, Accounting","Biology, Math",79.8,84.3,Barishal,3.6,Night,"73.1,73.6,71.3,79.8"
BD01841,Rafi Chowdhury,Male,SSC,Viqarunnisa Noon School and College,"ICT, Chemistry, Accounting, Math, Physics, Bangla, Biology",1.7,"Biology, Math",ICT,70.7,71.5,Cumilla,4.1,Night,"62.5,61.7,61.3,70.7"
BD01842,Mahmud Chowdhury,Male,SSC,Govt. Laboratory High School,"Chemistry, Math, Biology, Physics, English, ICT",2.2,"Math, Biology",Chemistry,86.6,99,Rangpur,3.6,Evening,"82.8,81.6,82.8,86.6"
BD01843,Nusrat Islam,Female,SSC,Govt. Laboratory High School,"Biology, English, Bangla, Math, Physics",4.4,"English, Math","Bangla, Physics",71.3,71.1,Gazipur,5.9,Morning,"62.5,60.6,59.0,71.3"
BD01844,Rahim Ahmed,Male,HSC,Holy Cross College,"Physics, Chemistry, Accounting, Biology, ICT, English",3.9,"Accounting, ICT",Biology,78.4,78.3,Sylhet,1.9,Evening,"72.1,71.0,69.6,78.4"
BD01845,Shakib Ahmed,Male,University,Jahangirnagar University,"English, Biology, Accounting, ICT, Chemistry",3.2,"ICT, Accounting",English,43.5,93.3,Gazipur,5.9,Night,"32.6,32.0,31.3,29.3,43.5"
BD01846,Farhana Hossain,Female,HSC,Rajshahi College,"ICT, Chemistry, Biology, Accounting, Bangla, English",5.6,Biology,"Chemistry, Bangla",60.8,76.0,Chattogram,4.3,Evening,"57.5,55.2,57.1,60.8"
BD01847,Jahid Khan,Male,University,Jahangirnagar University,"ICT, Chemistry, Biology, Bangla, Math, Physics",4.8,"Biology, Chemistry","Math, Bangla",64.9,99,Mymensingh,7.1,Night,"62.6,62.9,61.0,61.9,64.9"
BD01848,Sajid Ahmed,Male,SSC,Dhaka Residential Model College,"English, Bangla, Accounting, Math, ICT, Physics, Biology",3.5,Biology,"Math, ICT",79.8,85.3,Sylhet,5.1,Evening,"74.9,74.3,72.6,79.8"
BD01849,Karim Rahman,Male,HSC,Dhaka College,"English, Math, ICT, Accounting, Chemistry, Bangla",4.3,"ICT, Math","Accounting, English",50.2,98.1,Dhaka,2.5,Evening,"42.3,40.9,40.0,50.2"
BD01850,Fariha Chowdhury,Female,HSC,Dhaka College,"Bangla, ICT, English, Chemistry, Accounting, Physics",4.6,"Physics, Accounting","ICT, Bangla",56.0,74.9,Gazipur,3.4,Morning,"49.2,49.4,50.2,56.0"
BD01851,Naeem Chowdhury,Male,University,United International University,"English, Bangla, ICT, Accounting, Biology",4.5,"Accounting, English","Biology, ICT",79.9,75.6,Sylhet,2.6,Night,"71.8,70.7,69.6,70.4,79.9"
BD01852,Sabina Sarker,Female,SSC,Rajshahi Collegiate School,"Biology, ICT, Physics, Chemistry, Bangla, English, Accounting",3.1,English,"Chemistry, Accounting",76.1,82.9,Khulna,1.9,Morning,"71.2,68.8,71.1,76.1"
BD01853,Rafi Islam,Male,University,BRAC University,"Chemistry, English, ICT, Math",2.7,"Chemistry, Math",ICT,78.6,74.0,Barishal,4.4,Morning,"72.7,73.3,72.5,70.7,78.6"
BD01854,Shakib Hasan,Male,HSC,Holy Cross College,"Biology, Math, Chemistry, ICT, English, Accounting, Bangla",5.7,"Biology, English","Math, ICT",70.1,85.5,Rangpur,3.9,Morning,"66.3,67.2,68.7,70.1"
BD01855,Karim Akter,Male,SSC,Rajshahi Collegiate School,"English, Accounting, Math, Bangla, ICT",2.6,"Math, Accounting","ICT, Bangla",66.6,98.4,Dhaka,5.3,Morning,"64.0,63.7,61.6,66.6"
BD01856,Karim Chowdhury,Male,HSC,Notre Dame College,"Chemistry, Accounting, Math, ICT, Bangla, Biology, English",2.8,Accounting,"Biology, English",49.2,85.8,Dhaka,2.7,Evening,"45.7,45.0,43.6,49.2"
BD01857,Mim Hossain,Female,University,Chittagong University,"Biology, Physics, Chemistry, Bangla, Math, English",4.6,Physics,"English, Chemistry",65.9,78.9,Sylhet,5.4,Evening,"60.2,62.8,66.0,67.4,65.9"
BD01858,Mim Ahmed,Female,HSC,Govt. M. M. City College,"Biology, Physics, Chemistry, Bangla, Accounting",5.7,"Chemistry, Physics","Biology, Accounting",52.5,78.7,Cumilla,5.6,Evening,"45.4,43.7,45.4,52.5"
BD01859,Sabina Hasan,Female,SSC,Govt. Laboratory High School,"Bangla, ICT, Accounting, English, Chemistry, Physics, Math",2.8,Physics,Bangla,75.5,70.0,Rajshahi,3.3,Night,"69.2,70.6,70.4,75.5"
BD01860,Jahid Begum,Male,HSC,Holy Cross College,"ICT, Biology, Chemistry, Bangla, Math",3.8,"Chemistry, Bangla","Math, ICT",66.3,70.1,Dhaka,5.6,Morning,"56.7,57.1,55.8,66.3"
BD01861,Mim Begum,Female,University,Khulna University,"Bangla, ICT, English, Biology, Chemistry",4.6,"Bangla, Chemistry",English,72.1,81.6,Rajshahi,7.3,Night,"66.6,66.9,65.0,63.2,72.1"
BD01862,Nabil Sarker,Male,University,Chittagong University,"English, Bangla, ICT, Math, Accounting, Physics",6.0,Physics,"Bangla, Math",66.8,78.2,Barishal,6.5,Evening,"55.1,56.9,56.1,54.3,66.8"
BD01863,Sajid Hossain,Male,University,Khulna University,"Bangla, ICT, Physics, Biology, Math",4.0,ICT,"Math, Physics",60.8,80.9,Barishal,3.9,Evening,"55.5,56.6,55.9,54.8,60.8"
BD01864,Fahim Begum,Male,University,Khulna University,"Biology, Accounting, ICT, Chemistry",3.7,"Chemistry, ICT",Biology,57.3,61.1,Chattogram,7.2,Evening,"55.5,53.4,52.9,55.2,57.3"
BD01865,Arif Islam,Male,HSC,Dhaka College,"English, Accounting, ICT, Physics, Bangla",5.1,"Accounting, English","Bangla, ICT",63.2,70.4,Dhaka,5.8,Evening,"56.8,54.9,54.9,63.2"
BD01866,Nusrat Khan,Female,HSC,Dhaka College,"Chemistry, Bangla, Physics, ICT, Accounting, English",6.4,"ICT, Accounting","English, Chemistry",57.4,93.0,Cumilla,2.3,Night,"54.0,52.5,52.8,57.4"
BD01867,Rafi Ahmed,Male,HSC,Rajshahi College,"Physics, ICT, Chemistry, English, Biology",5.2,ICT,Chemistry,61.7,72.8,Barishal,5.3,Evening,"57.8,58.3,58.5,61.7"
BD01868,Nadia Hossain,Female,HSC,Holy Cross College,"English, Chemistry, Bangla, Physics, Biology",1.6,Chemistry,"Physics, English",53.8,91.4,Sylhet,4.2,Night,"46.5,44.6,44.9,53.8"
BD01869,Naeem Khan,Male,University,BRAC University,"Chemistry, Bangla, Biology, Accounting, Math",2.6,Biology,"Accounting, Bangla",59.0,75.5,Gazipur,3.2,Night,"56.1,54.3,55.7,54.4,59.0"
BD01870,Rafi Hossain,Male,University,Rajshahi University,"ICT, Biology, Math, Bangla, Chemistry, Physics",4.8,"Physics, Biology","ICT, Math",59.4,81.2,Sylhet,5.1,Night,"51.2,51.5,52.3,51.4,59.4"
BD01871,Arif Sarker,Male,HSC,Holy Cross College,"Chemistry, Accounting, Bangla, Math, Biology, Physics",5.8,"Accounting, Math",Chemistry,63.6,96.6,Khulna,2.1,Night,"55.4,53.2,53.7,63.6"
BD01872,Nusrat Ahmed,Female,University,BUET,"Chemistry, Math, English, Physics, ICT",4.0,"English, Math","Chemistry, ICT",77.0,82.8,Sylhet,3.4,Evening,"69.7,69.8,70.4,71.0,77.0"
BD01873,Sabina Rahman,Female,SSC,Dhaka Residential Model College,"Biology, ICT, English, Bangla, Accounting",4.0,"ICT, Accounting","English, Biology",56.2,87.7,Dhaka,3.9,Morning,"51.0,53.9,53.4,56.2"
BD01874,Mahmud Hasan,Male,SSC,Ideal School and College,"ICT, English, Physics, Biology, Accounting, Bangla",2.5,Bangla,"Accounting, Physics",82.9,88.6,Barishal,3.0,Evening,"80.5,81.6,80.4,82.9"
BD01875,Nabil Sarker,Male,University,BUET,"Accounting, ICT, English, Math",4.0,"Accounting, Math","ICT, English",65.6,89.1,Rajshahi,4.7,Evening,"62.4,61.5,63.5,64.0,65.6"
BD01876,Shakib Chowdhury,Male,SSC,Ideal School and College,"Math, Physics, English, Accounting, Biology",3.7,"English, Accounting","Physics, Biology",66.7,90.6,Barishal,4.4,Morning,"62.1,64.8,62.3,66.7"
BD01877,Sadia Islam,Female,University,University of Dhaka,"Biology, Accounting, Physics, Math, Chemistry, ICT",3.8,"ICT, Physics","Biology, Chemistry",56.2,96.9,Rangpur,2.6,Evening,"52.1,51.1,51.7,50.1,56.2"
BD01878,Nusrat Khan,Female,SSC,Govt. Laboratory High School,"English, Accounting, Bangla, Math, ICT, Chemistry, Physics",4.3,"Bangla, Chemistry","ICT, Math",69.7,80.2,Sylhet,1.0,Morning,"61.1,59.5,57.3,69.7"
BD01879,Fahim Hasan,Male,University,North South University,"English, Bangla, Physics, Chemistry, ICT, Biology",2.0,"ICT, Chemistry","English, Physics",59.8,65.6,Dhaka,4.8,Evening,"55.3,55.0,52.7,50.5,59.8"
BD01880,Nusrat Khan,Female,SSC,Dhaka Residential Model College,"ICT, Biology, Accounting, Math, English, Physics, Chemistry",1.6,English,Biology,74.7,83.9,Sylhet,3.7,Morning,"67.4,70.3,72.4,74.7"
BD01881,Tanjila Hasan,Female,University,Chittagong University,"English, Math, ICT, Biology, Bangla, Physics",4.3,"Physics, English","Math, ICT",81.8,89.0,Dhaka,6.8,Morning,"79.5,81.0,79.6,77.2,81.8"
BD01882,Jahid Begum,Male,University,United International University,"Math, Physics, ICT, Bangla",4.8,Bangla,"ICT, Physics",86.1,85.6,Chattogram,4.4,Morning,"77.3,77.4,74.9,76.3,86.1"
BD01883,Sajid Sarker,Male,University,Rajshahi University,"Bangla, Accounting, ICT, English, Physics, Chemistry",1.3,"Accounting, Bangla",ICT,75.8,59.7,Mymensingh,6.4,Night,"68.3,66.7,66.5,68.0,75.8"
